Q,A
 한국 의 지원 반대,일자리
 경조사 휴가 관련 친가 외가 관행,인권_성평등
 과도 제재 처분 개정 요청,행정
 교통 약자 특별법 개정 요구,안전_환경
 국회의원 급여 최저 시급 책정,정치개혁
 국회의원 최저임금제 동의,정치개혁
 김일성 가면 진실 규명 항의 촉구,외교_통일_국방
 대통령 초단 시간 초등 사의 눈물,육아_교육
 천안함 연평도 사태 대한 북한 의사 요구 요청,외교_통일_국방
 아나운서 망언 꼭 국가 공식 사과,문화_예술_체육_언론
 미국 방송국 대한 공식 사과 손해배상 청구,외교_통일_국방
 청소년 교복 화장 두발 자율,육아_교육
 흡연 피해 좀,안전_환경
 미국 평창올림픽 개막식 중개 방송 때 앵커 발언 혈압 주의,문화_예술_체육_언론
 자유 한국 황전 특 조위,안전_환경
 광양 목 바이오매스 화력발전소 건립 광양 권 인구 생존 위협 우리 아이 오염 물질 공기 청정기 아이 폐 호흡 발전소 건립 백지 이 터 대대 손손,안전_환경
 자가면역 뇌염 산정특례 적용,기타
 자 영업 법 발의,경제민주화
 서울숲 벨라 듀 조합원 아파트 때문 청원,교통_건축_국토
 서민 주택 분양 주거 용 오피스텔 관련 법 조속 정비 지난 정권 적폐,교통_건축_국토
 초등학교 맞벌이 자녀 위 교실 추첨 모두 수용 수용,미래
 의 망언 일본 식민 지배 한국 긍정 평 가을,기타
 아파트 시공 시 베란다 재 법망 피 원가 절감 입 주민 피해,교통_건축_국토
 북한 응원단 우리 국민 응원 전,외교_통일_국방
 주식시장 공매도 전면 폐지 국민 청원,기타
 국회의원 시급 최저 시급 청원,행정
 국회의원 최저 시급 및 인원 감축 실행,정치개혁
 방송 해설 자의 망언 대한 폐막식 사과 방송 요청,외교_통일_국방
 네이버 댓글 문제,행정
 교육 질 교사 강제 직원 체육,육아_교육
 김일성 가면 기사 기자 처벌,외교_통일_국방
 민간 공사 불법 똥띠 팀 운영 방식 이제 법,일자리
 김정민 국제 전략 연구소 비트코인 이용 대북 송금 설 대한 청와대 입장 발표 시오,정치개혁
 언론 보 시 정정 기사 의무 법안,문화_예술_체육_언론
 평창올림픽 가면 관련 답변,외교_통일_국방
 문재인 대통령 임기 김정민 박사 혹세 무민 그냥 요,정치개혁
 국회의원 최저 시급 국민 청원,정치개혁
 민족 행위 특별 조사 다시 시작,정치개혁
 북한 선수 응원단 함부로 도촬 언론사 징계 시기,인권_성평등
 평창올림픽 북한 응원단 고속도로 휴게실 여자 화장실 내부 모습 사진촬영 보도 연합뉴스 휴식 응원단 숙소 외부 몰래 불법 촬영 후 보도 조선 성추행 및 사생활침해 우려 독자 위해 선정 비도덕적 기사 과도 취재 보도 옐로 저널리즘 대한 철퇴 위 경찰 및 국가 인권 의원 회 방송통신 위원회 조사 및 수사 촉구,문화_예술_체육_언론
 노컷뉴스 한형 기자 평창동계올림픽 취재 금지 조치,문화_예술_체육_언론
 북한,인권_성평등
 국회의원 나라 위해 일 면 돈돈 위 국회 위원,정치개혁
 여성가족부 폐지,미래
 권성동 염동열 구속 지역 적폐 단체 조사해,정치개혁
 개 제도 당장 실시,반려동물
 교사 및 대학 교수 방학 무급 휴가 내지 출근 수당,미래
 국회의원 대한 법 발의 상정 제정 국민 참여 수 국회의원 급여 최저임금 급등,정치개혁
 국회의원 최저임금 월 급여,정치개혁
 국회의원 절반 줄 시급 절대 동의,정치개혁
 국회의원 최저 시급 적용 요청,정치개혁
 국회의원 시급 주자,정치개혁
 국회의원 시급 동의,기타
 국회의원 시급 최저 시급,정치개혁
 국회의원 최저임금 적용,행정
 국회의원 최저 시급,정치개혁
 국회의원 최저 임 급여 청원 신청,미래
 국회의원 시급,정치개혁
 국회의원 월급 최저 급제,정치개혁
 국회의원 최저임금 시급 조절,정치개혁
 국회의원 최저 시급,정치개혁
 국회의원 최저 시급,정치개혁
 국회의원,정치개혁
 동성결혼 합법,인권_성평등
 국회의원 최저 시급 적용,정치개혁
 국회의원 연금 범 폐지,기타
 미국 를 고소 발해,문화_예술_체육_언론
 여성가족부 폐지 대책 제안,인권_성평등
 자전거 도로 법,교통_건축_국토
 대통령 달러 대북 지원 반대,외교_통일_국방
 경의 중앙 선 증차 및 배차 시간 감소,교통_건축_국토
 부작용 피임 약 광고 콘곰광고 콘돔 사용 장려 이제 정부,보건복지
 충북 혁신도시 리움 안 아파트 문제 신고,교통_건축_국토
 암호 화폐 거래소 운영 비리 관리 요청 사유재산 침해,기타
 조선일보 폐간,문화_예술_체육_언론
 대전 지역 인재,일자리
 국회의원 최저임금 책정,정치개혁
 일명 미아리텍사스,육아_교육
 독도문제 한국 역사 전세계,외교_통일_국방
 국회의원 급여 최저 시급 책정,정치개혁
 국회의원 시간 지급 콜,정치개혁
 제천 스포츠 타 화재 사건 관련 소방 공무원 구속 절대 반대,정치개혁
 주식 도법 폐지,경제민주화
 지상파 방송 등 유료 채널 재 전송 요청,문화_예술_체육_언론
 국회의원 급여 최저 시급,정치개혁
 국회의원 최저 시급 지급,정치개혁
 김정민 박사 생방송 비트코인 대북 송금 대해 토론 것 청원,정치개혁
 국회의원 시급 최저임금,정치개혁
 국회의원 지급,정치개혁
 국회의원 특혜 전원 폐지,정치개혁
 야간 연장 공 근로 수당 면세 추진,기타
 제대로 인력 자전거 전용 도로 확충,안전_환경
 국민연금 실소 유주 대한민국 위 삼성 기업 입,정치개혁
 한국 군산 공장 매각 정부 적극 개입,성장동력
 건설 현장 일자리,일자리
 쑥대밭 가요,안전_환경
 경제민주화 위 청원 지지,경제민주화
 최 민정 선수 은메달 부정 판정 의혹 해결,문화_예술_체육_언론
 대한민국 적폐 뿌리 삼성 국가 환수 요구 국민연금 폐지 청원,정치개혁
 인 가구 디딤돌대출 차별 정책 반대,교통_건축_국토
 무허가 축사 양성화 기간 연장,농산어촌
 며느리 학대 금지법,인권_성평등
 국가 보훈 대상자 관련 종합 청원,보건복지
 명절,기타
 우리나라 국가대표 선수 대우,문화_예술_체육_언론
 제발 최 민정 선수 은메달 다시 요,문화_예술_체육_언론
 뉴스 방송 기사 등 미디어 성적 차별 문구 사용,인권_성평등
 일도 안해 버 용역 파견 업체,일자리
 인천 수의 사회 유기동물 위탁 보호 소의 예산 낭비 및 운영 상의 문제점 대해 조사,행정
 제 의 소라넷 웹하드 해외 서버 음란물 사이트 폐쇄,안전_환경
 군가산점 부활,인권_성평등
 생명 사람 부검,농산어촌
 중 고등학교 여학생 교복 복장 대한 청원,인권_성평등
 쇼트트랙 최 민정 선수 실격 준 심판 징계 및 정부 항의,문화_예술_체육_언론
 최 민정 선수 은메달,문화_예술_체육_언론
 간호조무사 불법 월권 행위 국가 의료 보건 좀,보건복지
 올림픽 판정,문화_예술_체육_언론
 산업 기능 요원 무경 공무원 호봉 포함,행정
 정발 위 혁신 안,정치개혁
 남혐 페미 부서 여성가족부 폐지 촉구,인권_성평등
 공익 신고 보호 법 능동 강력 시행 청원,인권_성평등
 공익 제보자 위 정부 정책 및 지원이,정치개혁
 의료 용 대마 합법,정치개혁
 최 민정 선수 심판 감독 다시,기타
 국회의원 연금 법 폐지 촉구,정치개혁
 기업 구인 때 연봉 꼭 기입,일자리
 가상 화폐 의혹 즉각 전면 사하라,문화_예술_체육_언론
 제대로 정보 못 아파트 청약 패널 티 반품 수,기타
 김일성 찬양 출판사 안당 해산 청원,문화_예술_체육_언론
 주식 시장 폐장 시각 오후 오후,경제민주화
 임대 분양 법 개정 요청,교통_건축_국토
 민주화 운동 유공 법안,인권_성평등
 간호 협회 임원 후보 등록 제 및 직선제 도입,보건복지
 남북 공동 안중근 의사 유해 발굴 사업 시작,외교_통일_국방
 군대 아들,안전_환경
 근로 소득 합산 과세 폐지,정치개혁
 국내 활동 일본 간첩 뽕 적발 징벌,외교_통일_국방
 제사 법적 금지,인권_성평등
 한자 도메인 도입 추진 철회 시오,미래
 독도 대한 교육 심화,교통_건축_국토
 성전환자 성별 적합 수술 의료 지원,인권_성평등
 무미 허가 축사 적 법화 일자리 무미 허가 축사 양성화 일자리 보장,일자리
 성범죄자 알림 서비스 확대 실시 요청,안전_환경
 밀양 성폭행 사건 범죄자 더욱 처벌 재심,인권_성평등
 신동빈 회장,기타
 최저임금 인상 기업 상여금 기본 포함 제제 요청,일자리
 이화여대 정시 입시 대해 조사 청원,육아_교육
 성범죄 가해자 역 고소,인권_성평등
 엔진 무상 보증 고객 피해 쉐보레 만행,기타
 포항 항사 댐 건설,안전_환경
 업 비트 빗썸 등 암호 화폐 거래소 관련 의혹 대해 조사 청원,성장동력
 위례 호반 가든 임의 불공정 계약 개선 요구,교통_건축_국토
 김상조 정거 위원장 민주주의 기틀 무너 리 재벌 경제민주화 철퇴 정령,미래
 이건희 과징금 부과,인권_성평등
 견 최고 입 마개 의무 폐지 및 요청,반려동물
 성폭행 범 형량 강화 및 관리 일원화,인권_성평등
 세자 영업 최저임금법 주휴수당 폐지 수정,일자리
 한국 정부 지원 반대,경제민주화
 친일 부일 민족 반역 척결 다시,기타
 부정부패 부산시 부산 영상 위원회 부산 영상 위원장 낙하산,문화_예술_체육_언론
 특정 직업 대한 성범죄자 채용 제한 제주도 살인 사건,안전_환경
 속초 가뭄 해결 대책 힘,안전_환경
 여론조작 공범 네이버 고발,문화_예술_체육_언론
 네이버 댓글 수사 좀 부탁,문화_예술_체육_언론
 다이소 구류 판매 허용,기타
 업자 윤서 체,육아_교육
 조속 포항 지진 지열발전소 영향 조사,안전_환경
 대통령 왜 최저임금,기타
 국방 비리 사람 법정 최고,외교_통일_국방
 도시 서민 및 인 주거 시설 대형 사고 젠 각종 편법 도시 생활 주택 제도 재 검토 요청,교통_건축_국토
 오피스텔 주거 용 취득세 인하,기타
 난치병 치료 제인 의료 용 대마 오일 합법,보건복지
 혈세 투입 반대,일자리
 소나타 엔진 결함,교통_건축_국토
 검찰 조직 안부 공안 검사 호칭,인권_성평등
 며느리 사표 명절 설 추석 자율 휴가 제도,인권_성평등
 무허가 축사 법화 연장,농산어촌
 보존 자금 지원,일자리
 사법부 개혁 대법원 검 법원장 국민 직선 선출 함,기타
 명절 폐지,기타
 이번 개헌 때 적폐 적폐 평통 해체 청원,보건복지
 유치원 왜 현금 결제,육아_교육
 여성 징병제 도입,외교_통일_국방
 기흥 체육회 파면,문화_예술_체육_언론
 경마 환급 률,기타
 학교 두발 규정,육아_교육
 대우 사태 해결 방안,성장동력
 대리 운전 기사 가입 대리 운전자 보험 병폐 갑질 관해,일자리
 연극인 이윤택 상습 성폭행 성폭력 피 사실 대한 진상 규명 조사 촉구,문화_예술_체육_언론
 노동자 겨울 수 근로기준법 시행 령 기숙사 부분 마련,안전_환경
 고양시 일산 덕이 지구 양파 조합 아파트 위기,교통_건축_국토
 기아 자동차 생산 직 채용 비리 정부 조사해,일자리
 영양사 왜 교사 임용 것 입,육아_교육
 기흥 체육 협회장 파면 요청,문화_예술_체육_언론
 네이버 밴드 갑 질식 정정 행위 처벌 요청,기타
 가족 호칭,저출산_고령화대책
 생산 직 근로자 위로 금 지급 반대,일자리
 군 형법 뇌물 수수 관련 조항,외교_통일_국방
 기업 및 너 대한 징벌 배상 제 도입,경제민주화
 아이돌 스타 육상 선수권 대회 폐지 신청,문화_예술_체육_언론
 기미가요 대해 국가 차원 제재,외교_통일_국방
 사전투표 함 보관장 소의 를 인터넷 통해 실시간 국민 누구 볼 수,정치개혁
 언론사 기업 기업 세무조사 국민 대한 정부 의무 언론사 세무조사 청원,정치개혁
 반대 외국인 노동자 쿼터 제,일자리
 인권 커뮤니티 일베 워마드 폐쇄 청원,인권_성평등
 학년 대학교 입학 금,육아_교육
 가요 불법 사재기 행위 조사,문화_예술_체육_언론
 간호사 법적 금지 처벌 간호 살인 노동 환경 조사해 개선 의료 적폐 청산,보건복지
